LB,Bonding_Atom,BF3_Affinity(kJ/mol),MW,AMW,Sv,Se,Sp,Ss,Mv,Me,Mp,Ms,nAT,nSK,nBT,nBO,nBM,SCBO,ARR,nCIC,nCIR,RBN,RBF,nDB,nTB,nAB,nH,nC,nN,nO,nP,nS,nF,nCL,nBR,nX,nR03,nR05,nR06,nR07,nR08,nR09,nR10,nBnz,nCp,nCs,nCt,nCq,nCrs,nCrt,nCrq,nCar,nCbH,nCb-,nCconj,nR=Cp,nR=Cs,nR=Ct,nRCOOR,nArCOOR,nRCONR2,nArCONR2,nROCON,nArCHO,nRCO,nArCO,nCONN,nC=O(O)2,nRNHR,nRNR2,nArNR2,nN-N,nRCN,nArCN,nN+,nNq,nRNO2,nArNO2,nROR,nArOR,nRSR,nSO,nSO2,nPO4,nP(=O)O2R,nP(=O)R3/nPR5,nCH2RX,nCRX3,nArX,nCXr,nCXr=,nCconjX,nPyrrolidines,nOxolanes,ntH-Thiophenes,nThiophenes,nPyridines,nHDon,nHAcc,C-001,C-002,C-003,C-004,C-005,C-006,C-008,C-011,C-013,C-015,C-016,C-017,C-019,C-024,C-025,C-026,C-027,C-028,C-029,C-033,C-034,C-037,C-038,C-039,C-040,C-041,H-046,H-047,H-048,H-049,H-050,H-051,H-052,H-053,O-058,O-059,O-060,O-061,N-067,N-068,N-071,N-072,N-074,N-075,N-076,N-077,N-079,F-083,F-084,Cl-086,Cl-089,Cl-090,Br-094,S-107,S-108,S-109,S-110,P-116,P-117,P-120,Ui,Hy,AMR,TPSA(NO),TPSA(Tot),MLOGP,ALOGP
133,O,77.44,84.13,6.01,7.9,13.86,8.5,14.67,0.56,0.99,0.61,2.44,14,6,14,6,1,7,0,1,1,0,0,1,0,0,8,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.767,23.646,17.07,17.07,0.672,0.718
134,O,77.5,126.22,5.49,12.7,22.51,13.78,20.25,0.55,0.98,0.6,2.25,23,9,23,9,1,10,0,1,1,0,0,1,0,0,14,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.848,37.245,17.07,17.07,1.737,1.639
135,O,77.51,112.19,5.61,11.1,19.63,12.02,18,0.55,0.98,0.6,2.25,20,8,20,8,1,9,0,1,1,0,0,1,0,0,12,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.828,32.796,17.07,17.07,1.403,1.426
136,O,77.57,112.19,5.61,11.1,19.63,12.02,17.67,0.55,0.98,0.6,2.21,20,8,20,8,1,9,0,1,1,0,0,1,0,0,12,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.828,32.848,17.07,17.07,1.403,1.631
137,O,77.6,112.19,5.61,11.1,19.63,12.02,18.33,0.55,0.98,0.6,2.29,20,8,20,8,1,9,0,1,1,0,0,1,0,0,12,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.828,32.77,17.07,17.07,1.403,1.433
138,O,77.71,124.2,5.91,12.1,20.63,13.02,18.83,0.58,0.98,0.62,2.09,21,9,22,10,1,11,0,2,3,0,0,1,0,0,12,8,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,5,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.848,35.568,17.07,17.07,1.737,1.517
139,O,63.65,197.26,6.8,16.71,29.27,17.7,38.92,0.58,1.01,0.61,2.78,29,14,30,15,3,18,0,2,3,1,0.033,3,0,0,15,10,1,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,2,2,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.696,50.192,62.89,62.89,1.931,1.639
140,O,64.99,177.27,6.33,16.69,27.61,17.79,31.42,0.6,0.99,0.64,2.42,28,13,29,14,2,17,0,2,3,0,0,1,1,0,15,11,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.822,49.664,40.86,40.86,1.661,1.535
141,O,67.73,231.15,8.56,16.38,26.63,17.9,25.67,0.61,0.99,0.66,2.14,27,12,28,13,1,14,0,2,3,0,0,1,0,0,15,10,0,1,0,0,0,0,1,1,0,2,1,0,0,0,0,0,3,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.807,51.9,17.07,17.07,2.791,2.339
142,O,68.2,186.7,6.91,16,26.72,17.4,27.03,0.59,0.99,0.64,2.25,27,12,28,13,1,14,0,2,3,0,0,1,0,0,15,10,0,1,0,0,0,1,0,1,0,2,1,0,0,0,0,0,3,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.807,48.917,17.07,17.07,2.649,2.193
144,O,71.17,210.3,6.37,18.92,32.93,20.22,37.08,0.57,1,0.61,2.47,33,15,34,16,2,18,0,2,3,2,0.059,2,0,0,18,12,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,3,1,2,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11,0,0,0,0,5,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.781,55.017,43.37,43.37,1.918,1.369
145,O,71.71,210.3,6.37,18.92,32.93,20.22,37.08,0.57,1,0.61,2.47,33,15,34,16,2,18,0,2,3,2,0.059,2,0,0,18,12,0,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,13,3,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.781,55.453,43.37,43.37,1.918,1.511
146,O,71.96,176.28,6.08,17.29,28.4,18.55,29.42,0.6,0.98,0.64,2.26,29,13,30,14,2,17,0,2,3,0,0,1,1,0,16,12,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.897,52.03,17.07,17.07,2.823,2.783
147,O,72.55,182.29,5.88,17.4,30.61,18.76,28.42,0.56,0.99,0.61,2.19,31,13,32,14,1,15,0,2,3,1,0.031,1,0,0,18,11,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,3,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.822,50.617,26.3,26.3,1.768,1.398
148,O,74.59,228.36,6.17,22.49,36.16,24.07,34.58,0.61,0.98,0.65,2.03,37,17,39,19,7,23,0.316,3,4,1,0.026,1,0,6,20,16,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1,3,3,0,3,3,0,3,6,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,13,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.923,69.062,17.07,17.07,3.676,3.174
149,O,75.37,178.3,5.75,17.89,30.28,19.31,27.92,0.58,0.98,0.62,2.15,31,13,32,14,2,16,0,2,3,1,0.031,2,0,0,18,12,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,0,3,3,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.585,-0.897,53.612,17.07,17.07,2.823,2.208
150,O,77.23,152.26,5.64,15.29,26.4,16.55,23,0.57,0.98,0.61,2.09,27,11,28,12,1,13,0,2,3,0,0,1,0,0,16,10,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.877,44.492,17.07,17.07,2.357,1.936
151,O,77.48,166.29,5.54,16.89,29.28,18.31,24.92,0.56,0.98,0.61,2.08,30,12,31,13,1,14,0,2,3,0,0,1,0,0,18,11,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.888,48.967,17.07,17.07,2.649,2.142
152,O,78.19,180.32,5.46,18.49,32.16,20.07,26.42,0.56,0.97,0.61,2.03,33,13,34,14,1,15,0,2,3,1,0.029,1,0,0,20,12,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,4,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.897,53.568,17.07,17.07,2.93,2.598
153,O,62.78,193.22,7.73,15.52,25.5,16.18,41,0.62,1.02,0.65,2.93,25,14,25,14,9,20,0.429,1,1,4,0.16,3,0,6,11,10,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,5,4,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.322,-0.696,53.013,62.89,62.89,2.564,2.587
154,O,65.1,165.16,8.69,12.32,19.73,12.65,38,0.65,1.04,0.67,3.17,19,12,19,12,9,18,0.5,1,1,2,0.105,3,0,6,7,8,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.322,-0.646,43.786,62.89,62.89,1.944,1.464
155,O,67.07,165.16,8.69,12.32,19.73,12.65,38,0.65,1.04,0.67,3.17,19,12,19,12,9,18,0.5,1,1,2,0.105,3,0,6,7,8,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.322,-0.646,43.786,62.89,62.89,1.944,1.464
156,O,67.08,145.17,8.06,12.3,18.08,12.74,30.5,0.68,1,0.71,2.77,18,11,18,11,8,17,0.545,1,1,1,0.056,1,1,6,7,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,-0.79,42.199,40.86,40.86,1.721,1.449
157,O,67.1,196.26,7.27,18.1,26.63,19.02,33.5,0.67,0.99,0.7,2.23,27,15,28,16,13,23,0.75,2,2,3,0.107,1,0,12,12,14,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,12,10,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.807,-0.912,61.183,17.07,17.07,3.583,3.269
158,O,68.29,213.08,10.65,13.59,19.97,14.61,26.25,0.68,1,0.73,2.39,20,11,20,11,7,15,0.545,1,1,2,0.1,1,0,6,9,9,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-0.79,48.711,17.07,17.07,3.138,2.985
159,O,68.74,168.63,8.43,13.2,20.07,14.12,27.61,0.66,1,0.71,2.51,20,11,20,11,7,15,0.545,1,1,2,0.1,1,0,6,9,9,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,3,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,-0.79,45.893,17.07,17.07,2.991,2.901
160,O,68.8,178.2,7.75,14.52,23.4,15.17,36.17,0.63,1.02,0.66,2.78,23,13,23,13,8,18,0.462,1,1,3,0.13,2,0,6,10,10,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,4,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,1,0,0,7,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,-0.748,47.988,43.37,43.37,2,1.425
161,O,70.53,182.66,7.94,14.8,22.95,15.88,28.94,0.64,1,0.69,2.41,23,12,23,12,7,16,0.5,1,1,3,0.13,1,0,6,11,10,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,6,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,-0.807,50.668,17.07,17.07,3.014,2.671
162,O,70.58,162.2,7.37,14.01,22.07,14.72,32.67,0.64,1,0.67,2.72,22,12,22,12,8,17,0.5,1,1,2,0.091,2,0,6,10,10,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,6,4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,-0.807,46.864,34.14,34.14,2.024,1.31
163,O,72.56,148.22,6.44,14.1,22.63,15.02,25.33,0.61,0.98,0.65,2.3,23,11,23,11,7,15,0.545,1,1,3,0.13,1,0,6,12,10,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,0,0,0,6,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,5,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.877,45.689,17.07,17.07,2.723,2.693
164,O,72.68,150.19,7.15,13.01,21.07,13.72,27.5,0.62,1,0.65,2.5,21,11,21,11,7,15,0.545,1,1,2,0.095,1,0,6,10,9,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.79,42.924,26.3,26.3,1.807,1.554
165,O,73.03,154.6,9.09,11.6,17.19,12.36,26.11,0.68,1.01,0.73,2.61,17,10,17,10,7,14,0.6,1,1,1,0.059,1,0,6,7,8,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,-0.768,41.266,17.07,17.07,2.688,2.234
166,O,73.09,199.05,11.71,11.99,17.09,12.85,24.75,0.71,1.01,0.76,2.48,17,10,17,10,7,14,0.6,1,1,1,0.059,1,0,6,7,8,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-0.768,44.084,17.07,17.07,2.841,2.318
167,O,74.52,120.16,7.07,10.9,16.86,11.5,22.33,0.64,0.99,0.68,2.48,17,9,17,9,7,13,0.667,1,1,1,0.059,1,0,6,8,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,6,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.848,36.461,17.07,17.07,2.102,1.57
168,O,75.02,162.25,6.24,15.7,25.51,16.78,27,0.6,0.98,0.65,2.25,26,12,26,12,7,16,0.5,1,1,3,0.115,1,0,6,14,11,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,0,0,0,0,6,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,1,0,0,8,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.888,50.73,17.07,17.07,3.014,3.179
